step,mean_reward,std_reward,intercept_rate,ci_lower,ci_upper
1,-0.02666666666666667,1.0868915922636135,0.0,-0.41560582786171923,0.3622724945283859
2,-0.12666666666666668,1.0868915922636135,0.0,-0.5156058278617193,0.26227249452838586
3,-0.22413793103448282,1.1060402900223432,0.0,-0.6199293657196145,0.17165350365064885
