step,mean_reward,std_reward,intercept_rate,ci_lower,ci_upper
1,-0.02666666666666668,1.0868915922636135,0.0,-0.41560582786171923,0.3622724945283859
2,-0.22333333333333333,1.215044580800776,0.0,-0.658131452515609,0.2114647858489424
3,-0.4241379310344828,1.3468628025404052,0.0,-0.9061065950609402,0.057830732991974665
