step,mean_reward,std_reward,intercept_rate,ci_lower,ci_upper
1,-0.1,0.0,0.0,-0.1,-0.1
2,-0.156,0.8369429307830702,0.0,-0.3879887445545581,0.07598874455455809
3,-0.30000000000000004,0.0,0.0,-0.30000000000000004,-0.30000000000000004
