episode,step,reward,cum_reward,intercepted,unc
91,1,-0.1,-0.1,False,0.2750423720615318
92,1,-0.1,-0.1,False,0.2695755729438344
93,1,-0.1,-0.1,False,0.2702474777442223
94,1,-0.1,-0.1,False,0.2746662552684054
95,1,-0.1,-0.1,False,0.2562618780831525
96,1,-0.1,-0.1,False,0.27091750946492543
96,2,-0.1,-0.2,False,0.28012489163776144
97,1,-0.1,-0.1,False,0.26782581965737906
97,2,-0.1,-0.2,False,0.27927243441925664
98,1,-0.1,-0.1,False,0.27725346242654036
98,2,-0.1,-0.2,False,0.2687490078999646
99,1,-0.1,-0.1,False,0.2703685588766602
99,2,-0.1,-0.2,False,0.2697121831378779
